id,name,address,lat,lng,price,site_url,ev_type,charger_count,output,max_current,category,charging_fee,parking_fee,contact,reservation,manufacturer,auth,notes,image_url,affiliate_url,lat_lng,source
2476,ヴィラメッサ軽井沢  /  (株)ダンマの樹,長野県北佐久郡軽井沢町長倉大日向5595-1,36.3556358,138.5591823,"11,728円〜（消費税込12,900円〜）",https://metsa-karuizawa.com/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ZEROVA,アルファチャージ,"【対応認証】アルファチャージ認証 / 【利用案内】スマートフォン用「アルファチャージ」アプリが必要
　登録後、充電器のQRコードをスキャンまたは充電器番号を入力
【充電料金】10分/55円 (クレジットカード･paypay･d払い･aupay)
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=178384,https://travel.rakuten.co.jp/HOTEL/178384/178384.html,"36.3556358,138.5591823",https://ev.gogo.gs/detail/27gty25v
2477,ポーラーハウスカナディアン西軽井沢1  /  (株)ポーラーリゾート,長野県北佐久郡軽井沢町長倉大日向5614-20,36.3556358,138.5591823,,https://www.polar-resort.com/stay/%E3%82%B3%E3%83%86%E3%83%BC%E3%82%B8%E7%B4%B9%E4%BB%8B-%E8%BB%BD%E4%BA%95%E6%B2%A2/%E3%82%AB%E3%83%8A%E3%83%87%E3%82%A3%E3%82%A2%E3%83%B3%E8%A5%BF%E8%BB%BD%E4%BA%95%E6%B2%A2,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ZEROVA,アルファチャージ,"【対応認証】アルファチャージ認証 / 【利用案内】スマートフォン用「アルファチャージ」アプリが必要
　登録後、充電器のQRコードをスキャンまたは充電器番号を入力
【充電料金】10分/55円 (クレジットカード･paypay･d払い･aupay)
【注意】最大出力(参考値)は対応車での充電時のみ対応",,,"36.3556358,138.5591823",https://ev.gogo.gs/detail/27gtx1rw
2478,BEB5軽井沢  /  (株)星野リゾート,長野県北佐久郡軽井沢町長倉3364-15,36.3561324,138.5884451,,https://hoshinoresorts.com/ja/hotels/beb5karuizawa/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,可能,Panasonic,,"【利用案内】宿泊利用の場合はHP内専用フォームより予約可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】1泊/1,000円",,,"36.3561324,138.5884451",https://ev.gogo.gs/detail/259skiiu
2479,BEB5軽井沢 (ENECHANGE)  /  (株)星野リゾート,長野県北佐久郡軽井沢町長倉3364-15,36.3561324,138.5884451,,https://hoshinoresorts.com/ja/hotels/beb5karuizawa/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【利用案内】宿泊者優先・ご利用の際は当日フロントにて申込み下さい (空きがあれば利用頂けます)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.3561324,138.5884451",https://ev.gogo.gs/detail/27doirlg
2480,ホテルインディゴ軽井沢 (PowerX)  /  (株)パワーエックス,長野県北佐久郡軽井沢町大字長倉字屋敷添18-39,36.3561967,138.5898176,"9,273円〜（消費税込10,200円〜）",https://karuizawa.hotelindigo.com/,急速,2台,150kW,350A,超高速（90kW以上）,有料,無料,不要,可能,PowerX,PowerX,"※2026年3月31日(火)まで充電料金5円/kWh割引キャンペーン中
【利用案内・スマートフォン用アプリ「PowerX」の登録が必要 / 【利用案内・スマートフォン用アプリ「PowerX」の登録が必要
　(アプリ登録後QRコードをスキャンの上クレジットカードで支払い)
　どなたでもご利用いただけます
※2026年3月31日(火)まで充電料金5円/kWh割引キャンペーン中
（下記料金から5円/kWh割引）
【充電料金】
　PowerX First会員：45円/kWh(Economy)、50円/kWh(Regular)、55円/kWh(Premium)
　一般利用：65円/kWh(Economy)、70円/kWh(Regular)、75円/kWh(Premium)
【注意】2台同時充電タイプ･蓄電池アシスト式･最大出力(参考値)は対応車で1台での充電時のみ対応･CHAdeMOアダプターは利用不可",https://img.travel.rakuten.co.jp/image/imgr_90?no=183829,https://travel.rakuten.co.jp/HOTEL/183829/183829.html,"36.3561967,138.5898176",https://ev.gogo.gs/detail/28e8ps1o
2481,ホテルインディゴ軽井沢  /  IHGホテル,長野県北佐久郡軽井沢町長倉屋敷添18-39,36.3561967,138.5898176,,https://karuizawa.hotelindigo.com/,普通,2台,8kW,40A,ポール型ケーブル付き,条件付無料,無料,必要,不可,ポルシェ,,"【利用案内】宿泊者のみ利用可・予約制・フロントにて申込み下さい
【充電設備】ポルシェデスティネーションチャージングステーション・ポルシェ車優先ですが他メーカー車も利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】ポルシェ車は無料 / 他メーカー車は3時間/2,000円",,,"36.3561967,138.5898176",https://ev.gogo.gs/detail/23ro1m3u
2482,LONGINGHOUSE 旧軽井沢･諏訪ノ森  /  ビジョンクリエイツ(株),長野県北佐久郡軽井沢町軽井沢878-2,36.3568698,138.6386333,"9,091円〜（消費税込10,000円〜）",https://longinghouse.co.jp/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,条件付無料,不要,不可,平河ヒューテック,アルファチャージ,"【駐車料金】宿泊利用者は無料 (1室1台まで)
【対応認証】アルファチャージ認証 / 【利用案内】スマートフォン用「アルファチャージ」アプリが必要
　登録後、充電器のQRコードをスキャンまたは充電器番号を入力
【充電料金】10分/55円 (クレジットカード･paypay･d払い･aupay)
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=187284,https://travel.rakuten.co.jp/HOTEL/187284/187284.html,"36.3568698,138.6386333",https://ev.gogo.gs/detail/265xf2vc
2483,ホテル軽井沢エレガンス,長野県北佐久郡軽井沢町旧軽井沢1314,36.3578021,138.6349003,"4,546円〜（消費税込5,000円〜）",https://newart-elegance.jp/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=16784,https://travel.rakuten.co.jp/HOTEL/16784/16784.html,"36.3578021,138.6349003",https://ev.gogo.gs/detail/27jqh7ie
2484,海野宿滞在型交流施設「うんのわ」  /  東御市,長野県東御市本海野1013,36.3625306,138.3125747,"13,528円〜（消費税込14,880円〜）",https://tomikan.jp/genre/stay/unenoix/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=196625,https://travel.rakuten.co.jp/HOTEL/196625/196625.html,"36.3625306,138.3125747",https://ev.gogo.gs/detail/28yjnpzt
2485,軽井沢星野エリアP1 星野温泉トンボの湯,長野県北佐久郡軽井沢町長倉2148,36.364053,138.5905742,,https://www.hoshino-area.jp/tombo-no-yu/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,条件付無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【駐車料金】ご利用状況によって無料です (詳しくは施設HP等にて確認下さい)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.364053,138.5905742",https://ev.gogo.gs/detail/27sg6944
2486,星のや軽井沢,長野県北佐久郡軽井沢町長倉2148,36.364053,138.5905742,,https://hoshinoresorts.com/ja/hotels/hoshinoyakaruizawa/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,DMM,"DMM EV ON
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用

EV 充電認証カード料金表","【利用案内】宿泊者優先・フロントにて申込み下さい (空きがある場合にご利用可)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】10分/55円 (3kW相当適応時は表示金額の半額)            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.364053,138.5905742",https://ev.gogo.gs/detail/27ktxsjv
2487,ART HOTEL VILLA11軽井沢,長野県北佐久郡軽井沢町長倉2147-73,36.3678972,138.5871151,,https://villa11.net/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,条件付無料,必要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【駐車料金】宿泊利用は無料
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",,,"36.3678972,138.5871151",https://ev.gogo.gs/detail/26ay04jg
2488,水戸リバーサイドホテル  /  ブリーズベイホテル(株),茨城県水戸市中央2-3-4,36.3686541,140.4698131,"3,073円〜（消費税込3,380円〜）",https://breezbay-group.com/mito-riverside/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,有料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】建物下 屋内駐車場
【利用案内】フロントへお声掛け下さい・宿泊利用の場合のみ15時~翌9時利用可
【駐車料金】1泊/300円
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=70271,https://travel.rakuten.co.jp/HOTEL/70271/70271.html,"36.3686541,140.4698131",https://ev.gogo.gs/detail/27kpne4y
2489,信州田沢温泉 富士屋,長野県小県郡青木村田沢温泉2689,36.3691463,138.1048688,,https://fujiya-h.com/accsess/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",,,"36.3691463,138.1048688",https://ev.gogo.gs/detail/269ehbl7
